Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-03-31 13:30:00+00:00,217.12750244140625,218.5,216.8000030517578,217.22000122070312,4547405
2025-03-31 13:35:00+00:00,216.75999450683594,217.60000610351562,216.24000549316406,217.10000610351562,1587596
2025-03-31 13:40:00+00:00,217.97999572753906,218.335205078125,216.75,216.7899932861328,1211055
2025-03-31 13:45:00+00:00,217.92250061035156,218.1999969482422,216.87469482421875,217.99000549316406,1250417
2025-03-31 13:50:00+00:00,217.50979614257812,218.05999755859375,217.30999755859375,217.89999389648438,647888
2025-03-31 13:55:00+00:00,217.1300048828125,218.0800018310547,216.83999633789062,217.49000549316406,610705
2025-03-31 14:00:00+00:00,217.10499572753906,217.66000366210938,217.02999877929688,217.13999938964844,511854
2025-03-31 14:05:00+00:00,218.02000427246094,218.1387939453125,217.00999450683594,217.11500549316406,596719
2025-03-31 14:10:00+00:00,218.85000610351562,218.8699951171875,217.64999389648438,218.02000427246094,712285
2025-03-31 14:15:00+00:00,218.50990295410156,218.88189697265625,218.1999969482422,218.8300018310547,594667
2025-03-31 14:20:00+00:00,219.11000061035156,219.30999755859375,218.4149932861328,218.5,828759
2025-03-31 14:25:00+00:00,218.57000732421875,219.10000610351562,218.56170654296875,219.10000610351562,512021
2025-03-31 14:30:00+00:00,219.05999755859375,219.05999755859375,218.4499969482422,218.61000061035156,525181
2025-03-31 14:35:00+00:00,218.8249969482422,219.2100067138672,218.39999389648438,219.05999755859375,353510
2025-03-31 14:40:00+00:00,218.86000061035156,219.25,218.64999389648438,218.82000732421875,455643
2025-03-31 14:45:00+00:00,219.27999877929688,219.6887969970703,218.8000030517578,218.8800048828125,504453
2025-03-31 14:50:00+00:00,219.39500427246094,219.5399932861328,218.7899932861328,219.2550048828125,340399
2025-03-31 14:55:00+00:00,219.25,219.5500030517578,219.10000610351562,219.36500549316406,288100
2025-03-31 15:00:00+00:00,219.5305938720703,219.79119873046875,219.27000427246094,219.27999877929688,345319
2025-03-31 15:05:00+00:00,219.4600067138672,219.85989379882812,219.3300018310547,219.52499389648438,388034
2025-03-31 15:10:00+00:00,219.34500122070312,220.0800018310547,219.3350067138672,219.4600067138672,422745
2025-03-31 15:15:00+00:00,218.98500061035156,219.55999755859375,218.97999572753906,219.34500122070312,383067
2025-03-31 15:20:00+00:00,219.61000061035156,219.6468048095703,218.93930053710938,218.98500061035156,560234
2025-03-31 15:25:00+00:00,219.1300048828125,219.8300018310547,219.0399932861328,219.5850067138672,561074
2025-03-31 15:30:00+00:00,219.38499450683594,219.39999389648438,218.88519287109375,219.10000610351562,299175
2025-03-31 15:35:00+00:00,219.35000610351562,219.7100067138672,219.19039916992188,219.3699951171875,334127
2025-03-31 15:40:00+00:00,219.58999633789062,219.84959411621094,219.3300018310547,219.3350067138672,305314
2025-03-31 15:45:00+00:00,219.91000366210938,219.92999267578125,219.52000427246094,219.57000732421875,204000
2025-03-31 15:50:00+00:00,220.14999389648438,220.22000122070312,219.7899932861328,219.91990661621094,393406
2025-03-31 15:55:00+00:00,220.35000610351562,220.5800018310547,219.86000061035156,220.16000366210938,407898
2025-03-31 16:00:00+00:00,220.3000946044922,220.49000549316406,220.10000610351562,220.3800048828125,287114
2025-03-31 16:05:00+00:00,219.75950622558594,220.44000244140625,219.70010375976562,220.3000030517578,289485
2025-03-31 16:10:00+00:00,219.99290466308594,220.07000732421875,219.55999755859375,219.75999450683594,224605
2025-03-31 16:15:00+00:00,220.33999633789062,220.4199981689453,219.86000061035156,220.00999450683594,309276
